,Date,Energy Output
0,2017-02-26,822.6166818018986
1,2008-10-09,1144.557129597425
2,2007-03-09,763.2419181036403
3,2011-01-22,938.5013637452507
4,2013-03-07,763.0501121172509
5,2011-06-11,48.342661630054735
6,2006-04-06,308.8300476629256
7,2019-04-24,159.15775903234393
8,2010-07-16,41.37325366683919
9,2007-01-21,970.652669135959
10,2006-01-13,1008.8703551939268
11,2010-06-10,46.71557867755786
12,2018-01-17,1426.0385289886212
13,2006-09-03,182.92223778920481
14,2016-02-17,440.49596884152845
15,2006-05-29,66.25231669226838
16,2020-06-10,59.10275563735779
17,2010-04-01,505.34033656673137
18,2014-02-17,907.9773183089669
19,2017-11-06,1264.8751297602928
20,2018-12-22,1380.1806128687747
21,2008-09-29,760.9351249848976
22,2015-06-29,43.05045443518109
23,2006-07-21,62.455790670418445
24,2014-10-29,1292.4753309002476
25,2010-02-17,868.7414211065316
26,2007-09-12,457.92303280549027
27,2010-08-18,192.66301488910494
28,2017-05-07,165.90807599102226
29,2015-11-30,1670.4234476372712
30,2020-01-16,604.36932190679
31,2012-10-29,1312.4930654529214
32,2014-07-30,91.80706106719157
33,2016-06-23,43.349552306967055
34,2013-02-05,1121.4460106657477
35,2020-06-28,38.26542812449976
36,2020-09-15,586.9773358870973
37,2015-01-24,1331.0262673987327
38,2015-05-29,90.95731672518892
39,2006-07-08,33.69475634478064
40,2009-12-29,1429.9509851478633
41,2015-08-11,161.95167729344882
42,2016-07-16,47.69609589761815
43,2015-02-22,898.4862299427975
44,2013-07-16,47.31449865995669
45,2012-11-26,1025.15807436873
46,2012-03-04,522.4533732860507
47,2010-01-09,1455.8849996747952
48,2010-02-11,1053.1681509226012
49,2019-03-16,678.174981341599
50,2012-10-10,1025.5378060575072
51,2013-03-18,367.51278258548484
52,2013-02-25,674.3289097088376
53,2013-07-14,36.824402644727144
54,2015-12-18,1558.540790798359
55,2018-09-21,767.2169508900423
56,2013-08-27,349.73270297710053
57,2009-08-21,150.17643785248458
58,2007-01-20,355.36258584082333
59,2014-07-20,51.47417565662725
60,2014-08-28,237.41186752073418
61,2020-01-11,843.1448697090349
62,2014-11-09,1151.8011389689589
63,2011-05-16,128.7364642089303
64,2006-04-12,370.4921450601057
65,2020-06-23,34.51840205802516
66,2018-09-15,309.1375286432467
67,2011-06-24,35.92211940397042
68,2009-07-04,27.402612594149584
69,2013-07-13,41.32031221187156
70,2009-08-17,164.38383396408037
71,2017-12-18,1201.3570458521137
72,2010-06-29,43.02994142386217
73,2018-11-12,1339.7307597591848
74,2010-12-31,1090.9974038181958
75,2020-05-12,163.76456337914658
76,2013-08-31,425.7058457522643
77,2019-02-12,791.3457114846159
78,2018-09-24,871.5042629831811
79,2011-10-15,1093.183988399575
80,2018-07-06,34.548155874179514
81,2011-07-07,42.07059100924569
82,2015-07-23,57.91594587752311
83,2007-03-25,559.1172924307748
84,2019-09-27,706.5434872404307
85,2017-06-12,45.1198363970999
86,2008-01-05,1489.0889783244968
87,2014-05-31,66.43808998273472
88,2018-03-16,571.6621077782015
89,2017-08-21,133.6550196536444
90,2015-03-21,696.3984055901202
91,2006-07-22,54.04871723115136
92,2006-04-19,355.4560036516193
93,2010-08-01,90.1344976493667
94,2016-10-19,1260.9742712160403
95,2015-01-02,1298.783179901998
96,2008-12-26,1361.3563385341051
97,2017-07-11,47.33193925335126
98,2016-01-09,864.9249573248424
99,2015-08-12,93.66779617285255
100,2020-10-03,1055.0213596866383
101,2018-03-21,571.7691723673214
102,2013-09-25,905.4520243261522
103,2018-03-17,618.951141268232
104,2017-05-11,157.68396884798608
105,2014-08-08,118.54304869223617
106,2018-05-31,73.37306761230579
107,2010-11-14,990.5136465908142
108,2008-02-08,596.9987749550321
109,2020-04-07,273.8014347602841
110,2017-07-17,51.27418367863842
111,2018-01-23,1194.0651568155172
112,2015-08-15,156.98790566200125
113,2015-07-26,66.23478843762078
114,2012-12-09,1321.2995325622032
115,2019-04-29,218.36742986843635
116,2017-05-31,64.8362222869105
117,2017-11-11,1514.8487271651315
118,2016-02-22,853.1808898497566
119,2013-01-19,811.7302336248199
120,2015-06-03,43.86897144766328
121,2007-09-28,770.3902216098254
122,2012-09-18,638.7929186536808
123,2006-08-06,97.95843231568718
124,2012-01-25,1221.9553915184074
125,2009-01-25,1344.1487578716165
126,2020-07-03,41.84464011568518
127,2019-05-18,120.69823740279566
128,2018-01-20,1030.9911739447084
129,2012-03-18,580.5763102410597
130,2006-07-09,39.06902557833607
131,2009-12-11,1345.2229175118414
132,2008-10-21,669.0120358389286
133,2018-02-19,771.94569414677
134,2010-06-27,40.23955621084441
135,2013-11-22,1242.7938927315993
136,2007-04-07,515.1496087349319
137,2009-02-03,831.5788973663016
138,2007-01-11,1049.8980199638281
139,2006-08-17,180.68893504437386
140,2015-02-10,1115.0545470995712
141,2016-07-17,57.91464142134605
142,2011-04-30,239.11135749529825
143,2012-10-07,773.0620443068563
144,2017-02-20,771.8449573975332
145,2008-09-02,441.1748685615537
146,2014-12-25,1245.915046690798
147,2019-02-25,990.6657530064593
148,2006-08-22,143.21172484630858
149,2011-07-29,98.22928232302783
150,2015-03-25,479.2296386517577
151,2013-12-11,1316.3946503804195
152,2015-03-23,351.9146842434526
153,2007-10-02,966.0126468390991
154,2019-05-14,138.95760822308725
155,2015-07-13,29.033467530945764
156,2020-05-19,123.20436700908249
157,2007-05-07,187.02641838479474
158,2011-06-23,31.52659040319693
159,2016-08-17,155.3471711407548
160,2008-04-15,346.0549121231288
161,2012-12-21,1481.018897952134
162,2008-01-11,1165.3173454982318
163,2006-01-06,1122.6464354532495
164,2010-09-20,325.67858342018667
165,2008-05-27,50.4624550290434
166,2012-02-16,737.9324629139422
167,2010-01-20,1372.8229587405067
168,2017-09-24,487.4489181749939
169,2015-11-29,1268.8360758957556
170,2010-04-09,355.1108862880418
171,2006-05-12,149.05248234480786
172,2008-09-23,869.8226183254201
173,2019-07-21,40.9493349725946
174,2008-10-20,982.84964712081
175,2007-03-23,629.0476646961774
176,2017-06-24,39.705182140292976
177,2008-03-26,536.4896197415214
178,2010-10-26,1244.0770451896028
179,2011-10-25,1050.3435492182045
180,2006-05-04,195.00513950998933
181,2019-02-16,886.8482986973938
182,2013-01-14,1063.638641717056
183,2020-09-18,527.9339961495602
184,2009-09-12,598.712505607383
185,2017-09-14,538.2378958598877
186,2014-03-27,254.0130077795914
187,2009-06-23,41.407787447897555
188,2019-05-01,116.65573453387938
189,2009-11-27,858.3462044513615
190,2016-03-15,646.6097663624166
191,2018-12-06,1588.7911196866924
192,2014-10-12,1220.0455057866207
193,2012-09-26,932.3183166354092
194,2006-02-15,630.3532235631359
195,2009-01-27,1221.3804273172425
196,2010-05-13,64.7411387553878
197,2015-04-05,342.42450428407517
198,2014-02-14,718.0483646280541
199,2011-07-28,91.2225018486804
200,2014-07-22,63.49187469237666
201,2014-02-15,903.9064792123584
202,2013-02-01,801.8656264813865
203,2014-02-19,803.2759030519912
204,2012-11-03,1359.931112454712
205,2010-01-24,1394.3156503848077
206,2017-01-27,1050.370034314008
207,2010-03-08,678.6549879783647
208,2008-12-29,1209.449846240826
209,2013-03-25,618.5832946606508
210,2018-07-23,50.18140275157752
211,2009-04-28,216.04947720736126
212,2007-06-20,30.091721140677173
213,2009-01-10,1351.572721857585
214,2009-02-20,747.9665449770116
215,2007-08-21,125.0415530769825
216,2013-04-06,501.49441292318346
217,2010-10-29,1451.9831367935676
218,2015-03-29,600.9941729054269
219,2013-10-08,971.3983615050217
220,2015-06-19,39.26368288807125
221,2020-08-08,74.15068488692893
222,2019-01-12,1339.1577109668383
223,2009-02-14,1127.5449732284817
224,2009-11-17,1169.469500504153
225,2016-08-11,145.31617361063297
226,2020-06-15,34.34631190125889
227,2019-07-26,39.514456865651894
228,2009-01-14,1413.8300748965316
229,2011-08-17,98.62385473924468
230,2016-07-03,35.30747677487365
231,2006-02-19,539.7665382733637
232,2016-03-18,150.3343331046545
233,2017-10-25,590.2631456116924
234,2018-02-27,950.6761356997035
235,2019-07-01,43.17483059366624
236,2012-09-11,635.7108240893098
237,2013-05-05,140.66351890101603
238,2011-01-17,968.6319390862093
239,2012-10-09,903.227180614519
240,2019-02-07,783.8550004644599
241,2013-06-11,39.55526270676641
242,2013-06-06,48.985068272795836
243,2007-04-21,283.40525227746167
244,2018-09-08,491.61851980381266
245,2020-10-08,723.1128094636548
246,2010-11-05,1420.720907687315
247,2016-01-23,446.72843174117963
248,2020-12-27,1390.9414767193089
249,2006-05-28,50.82496996104452
250,2015-09-02,415.2113520350915
251,2012-03-21,364.33830450275144
252,2014-12-20,1549.3867762924192
253,2007-09-11,308.6976805073629
254,2017-04-09,190.85029799518173
255,2017-01-30,771.4442814101285
256,2018-11-18,1464.9643602876513
257,2014-01-29,843.4757230344421
258,2010-02-04,772.2330655411278
259,2019-12-12,981.0828426344672
260,2016-10-01,173.67965746827088
261,2015-06-14,54.12934149557724
262,2012-11-10,1144.33608337644
263,2018-01-30,359.93367225101565
264,2019-03-04,683.6472896787816
265,2019-09-16,590.3170272472379
266,2016-11-02,1183.3055618989388
267,2016-11-23,874.6833837216673
268,2018-08-22,186.75463672013512
269,2020-05-24,80.85458453920948
270,2016-06-30,37.576036386028825
271,2017-06-30,45.60581429143559
272,2016-01-19,1217.646894838962
273,2019-01-16,1359.918168264387
274,2019-10-27,1079.017092385925
275,2020-03-05,133.14063170042084
276,2006-10-11,1228.2432070482926
277,2011-04-04,326.44596744303556
278,2013-03-14,435.9919543098821
279,2016-10-24,801.8572882903889
280,2013-12-29,1272.9293687646611
281,2013-07-21,38.30187184049607
282,2015-05-24,120.7659550263507
283,2020-01-10,921.1070711050218
284,2010-07-13,50.176537302985324
285,2008-06-06,42.495095955745164
286,2015-01-08,1086.490490391065
287,2015-07-09,41.10124329817266
288,2014-10-28,321.09639668163845
289,2014-08-22,268.98181153533346
290,2020-11-02,1282.9864781848723
291,2006-03-30,399.73885636335
292,2018-11-22,1532.0756214065127
293,2015-05-06,189.77589064657047
294,2016-03-13,333.47311591826553
295,2006-09-21,584.4625693581581
296,2008-02-29,719.4224091781143
297,2016-12-04,1513.7108352138177
298,2015-10-31,881.5264641667496
299,2015-04-27,176.79389246833009
300,2020-12-07,1517.1838754727726
301,2007-04-10,375.251727066918
302,2013-08-17,218.38152394600763
303,2017-10-23,832.4861526815251
304,2019-10-05,1043.1301415464993
305,2017-09-11,337.5086695445759
306,2016-04-23,223.43434929998688
307,2017-04-07,468.840198451691
308,2013-02-12,1126.3760856401793
309,2018-12-12,1445.2038436013327
310,2018-10-15,945.2869269675891
311,2016-04-21,233.53827271738237
312,2008-09-08,334.48473562016875
313,2015-05-18,125.14893628325291
314,2019-11-10,635.2766486535166
315,2016-08-24,225.13387756382753
316,2007-11-03,886.5071616351779
317,2019-03-01,827.3661053188744
318,2009-11-18,1426.8358054348635
319,2019-11-24,1576.6916839015732
320,2018-01-01,1440.3659176643569
321,2018-01-02,774.0906632220938
322,2019-01-05,762.8784439976115
323,2009-08-19,237.05920613770752
324,2009-12-03,1575.2507104575309
325,2017-02-28,930.4087016218882
326,2018-05-06,195.50099419049315
327,2013-12-26,1251.019980488933
328,2014-09-11,479.47423522368626
329,2011-08-11,112.71301215785266
330,2012-10-20,1265.0049882330234
331,2008-02-13,563.6501821081675
332,2009-05-02,225.53671421596798
333,2019-05-03,216.3331225053936
334,2012-05-02,58.25234308015167
335,2018-12-25,1565.0351045947484
336,2008-07-03,32.16711881169853
337,2013-02-04,959.3576376287239
338,2014-04-07,406.99638442404296
339,2019-12-01,394.18386661500654
340,2009-12-30,1526.8906683343548
341,2011-04-08,485.4304508124035
342,2015-09-27,668.6075458304341
343,2019-11-01,1402.9868512585076
344,2011-10-07,604.7144508601382
345,2013-04-16,357.27906918076627
346,2016-01-31,534.1004792509442
347,2006-08-18,221.96095484539754
348,2019-02-22,901.2272396636104
349,2017-10-07,990.5910121934753
350,2016-03-17,574.023100743823
351,2014-11-19,1556.2054103987787
352,2015-07-16,55.05297725352207
353,2014-10-07,730.8201993261587
354,2016-07-28,63.59131676774402
355,2018-04-15,177.84784790204668
356,2020-12-17,1286.501096781893
357,2015-02-25,575.4727959947118
358,2013-03-10,746.7421412609132
359,2009-02-02,587.2782811675797
360,2011-06-05,59.85327482168546
361,2014-11-15,1436.906509573434
362,2009-06-29,34.009958598473986
363,2013-02-06,1207.606083553368
364,2017-09-07,458.3412756606035
365,2008-07-18,26.30574717118092
366,2008-07-24,59.038257035217356
367,2018-10-26,1066.5706551405942
368,2012-05-18,105.02494767745074
369,2007-05-05,101.34818035208218
370,2017-04-28,137.31962695463352
371,2007-01-13,998.9358816164834
372,2018-06-13,46.398504070578014
373,2015-07-11,40.28295885378023
374,2012-04-03,488.52993174311223
375,2015-06-28,33.01640422370451
376,2015-09-03,357.55489320223353
377,2012-08-11,127.05889861080637
378,2019-02-14,948.2677358302408
379,2006-01-07,1176.6707004847287
380,2012-08-01,104.48237727238663
381,2014-03-31,536.3796205465892
382,2019-10-25,753.9953265977233
383,2006-05-02,188.487542208536
384,2020-10-02,1059.9710116069646
385,2011-12-23,1323.2261778855946
386,2017-06-22,41.28273984290006
387,2020-03-17,745.886321316193
388,2011-11-29,1581.2172081314548
389,2016-03-03,580.4355347754283
390,2010-08-05,61.35544348146765
391,2019-02-06,951.9940872465057
392,2016-06-12,46.76593507404108
393,2019-11-11,1583.7964932887446
394,2010-01-15,1354.887422530082
395,2016-11-26,1010.5566459691394
396,2014-01-09,1382.2621743012392
397,2010-11-04,1316.2628648882726
398,2012-03-13,792.6931643057701
399,2014-07-09,43.00941494374148
400,2020-06-06,35.893383244997594
401,2010-08-17,203.4635942905052
402,2018-04-04,492.4095591930419
403,2018-01-11,1220.1076143591897
404,2010-10-11,1226.279968839834
405,2011-07-18,48.15821024446368
406,2012-04-01,467.73200895768656
407,2012-12-23,1615.1331580607675
408,2007-10-10,1088.974383877583
409,2010-09-01,47.820694607159844
410,2011-11-06,1334.1272023713075
411,2015-01-07,1380.7985429023397
412,2016-04-01,504.2546345977208
413,2019-05-20,95.6209829921554
414,2016-11-11,1586.3360333906699
415,2020-09-16,673.4864711175661
416,2009-10-18,1152.0405496083213
417,2011-04-11,461.3800707693632
418,2015-09-12,331.57312610064776
419,2020-03-01,901.1310934528044
420,2009-11-04,1011.75640189248
421,2016-04-27,257.89460913343623
422,2020-09-05,433.2608659261872
423,2008-06-19,42.282738249190274
424,2011-05-04,202.9182972656135
425,2007-06-15,47.87109251852845
426,2009-12-26,1565.601062133325
427,2008-12-11,1584.3796312757895
428,2020-04-04,253.82771545829857
429,2020-02-10,376.4409469942037
430,2016-01-03,1134.986689733349
431,2015-03-11,838.8071224267405
432,2011-03-12,747.1505924973582
433,2015-03-31,565.6273841231523
434,2018-07-15,47.61086947368234
435,2015-07-24,49.67700582583588
436,2010-10-04,1015.8596840900937
437,2012-05-05,144.68208232584527
438,2017-12-24,1141.5319218138188
439,2006-11-10,1402.6349278628268
440,2009-07-17,53.06791009172986
441,2008-12-14,1115.705774529913
442,2011-08-05,118.90481849025208
443,2014-10-14,1021.8279302447739
444,2008-01-09,1316.1949395318168
445,2020-12-10,951.7682076048661
446,2007-06-07,49.170173726618856
447,2020-09-26,548.2460755173835
448,2016-03-24,377.2336762699846
449,2017-08-24,263.56956259258055
450,2012-01-22,1295.0585374802051
451,2018-11-21,993.0442112363783
452,2014-08-31,422.23851166835243
453,2019-07-17,43.83842013560876
454,2008-11-21,1516.3453306738922
455,2008-01-29,1268.038208859731
456,2012-10-22,1174.8573976648117
